2025-05-11 10:40:55.131 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2025-05-11 12:54:16.357 [redisson-netty-2-20] INFO  org.redisson.connection.pool.MasterConnectionPool - 24 connections initialized for localhost/127.0.0.1:6379
2025-05-11 12:54:16.662 [main] INFO  com.zaxxer.hikari.HikariDataSource - master - Starting...
2025-05-11 12:54:16.952 [main] INFO  com.zaxxer.hikari.pool.HikariPool - master - Added connection com.mysql.cj.jdbc.ConnectionImpl@2620264e
2025-05-11 12:54:16.953 [main] INFO  com.zaxxer.hikari.HikariDataSource - master - Start completed.
2025-05-11 12:54:16.955 [main] INFO  c.b.dynamic.datasource.DynamicRoutingDataSource - dynamic-datasource - add a datasource named [master] success
2025-05-11 12:54:16.955 [main] INFO  c.b.dynamic.datasource.DynamicRoutingDataSource - dynamic-datasource initial loaded [1] datasource,primary datasource named [master]
2025-05-11 12:54:17.706 [main] INFO  o.s.s.c.a.a.c.InitializeAuthenticationProviderBeanManagerConfigurer$InitializeAuthenticationProviderManagerConfigurer - Found 2 AuthenticationProvider beans, with names [daoAuthenticationProvider, mobileAuthenticationProvider]. Global Authentication Manager will not be configured with AuthenticationProviders. Consider publishing a single AuthenticationProvider bean, or wiring your Providers directly using the DSL.
2025-05-11 12:54:17.707 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name userDetailsServiceImpl
2025-05-11 12:54:22.278 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2025-05-11 12:54:22.335 [main] INFO  top.xym.UserApplication - Starting UserApplication using Java 17.0.12 with PID 34296 (D:\Downloads\houduan\MicroService_Learning\xym-cloud\xym-cloud-user\target\classes started by 12862 in D:\Downloads\houduan\MicroService_Learning\xym-cloud)
2025-05-11 12:54:22.337 [main] INFO  top.xym.UserApplication - No active profile set, falling back to 1 default profile: "default"
2025-05-11 12:54:22.378 [main] INFO  c.a.cloud.nacos.configdata.NacosConfigDataLoader - [Nacos Config] Load config[dataId=common.yaml, group=DEFAULT_GROUP] success
2025-05-11 12:54:22.378 [main] INFO  c.a.cloud.nacos.configdata.NacosConfigDataLoader - [Nacos Config] Load config[dataId=datasource.yaml, group=DEFAULT_GROUP] success
2025-05-11 12:54:23.660 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2025-05-11 12:54:23.664 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-05-11 12:54:23.711 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 31 ms. Found 0 Redis repository interfaces.
2025-05-11 12:54:24.060 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=e93d4ed2-f5f6-39ec-a99b-89827303d19f
2025-05-11 12:54:25.040 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port 8032 (http)
2025-05-11 12:54:25.050 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8032"]
2025-05-11 12:54:25.051 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2025-05-11 12:54:25.051 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.26]
2025-05-11 12:54:25.151 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-05-11 12:54:25.151 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2770 ms
2025-05-11 12:54:25.479 [main] INFO  org.redisson.Version - Redisson 3.21.3
2025-05-11 12:54:25.840 [redisson-netty-2-6] INFO  o.r.connection.pool.MasterPubSubConnectionPool - 1 connections initialized for localhost/127.0.0.1:6379
2025-05-11 12:54:25.931 [redisson-netty-2-20] INFO  org.redisson.connection.pool.MasterConnectionPool - 24 connections initialized for localhost/127.0.0.1:6379
2025-05-11 12:54:26.263 [main] INFO  com.zaxxer.hikari.HikariDataSource - master - Starting...
2025-05-11 12:54:26.555 [main] INFO  com.zaxxer.hikari.pool.HikariPool - master - Added connection com.mysql.cj.jdbc.ConnectionImpl@77e42cbf
2025-05-11 12:54:26.557 [main] INFO  com.zaxxer.hikari.HikariDataSource - master - Start completed.
2025-05-11 12:54:26.558 [main] INFO  c.b.dynamic.datasource.DynamicRoutingDataSource - dynamic-datasource - add a datasource named [master] success
2025-05-11 12:54:26.558 [main] INFO  c.b.dynamic.datasource.DynamicRoutingDataSource - dynamic-datasource initial loaded [1] datasource,primary datasource named [master]
2025-05-11 12:54:27.383 [main] INFO  o.s.s.c.a.a.c.InitializeAuthenticationProviderBeanManagerConfigurer$InitializeAuthenticationProviderManagerConfigurer - Found 2 AuthenticationProvider beans, with names [daoAuthenticationProvider, mobileAuthenticationProvider]. Global Authentication Manager will not be configured with AuthenticationProviders. Consider publishing a single AuthenticationProvider bean, or wiring your Providers directly using the DSL.
2025-05-11 12:54:27.384 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name userDetailsServiceImpl
2025-05-11 12:54:28.374 [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 19 endpoints beneath base path '/actuator'
2025-05-11 12:54:29.747 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8032"]
2025-05-11 12:54:29.758 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port 8032 (http) with context path '/'
2025-05-11 12:54:29.763 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from ans.namespace attribute : null
2025-05-11 12:54:29.763 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from ALIBABA_ALIWARE_NAMESPACE attribute :null
2025-05-11 12:54:29.764 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from namespace attribute :null
2025-05-11 12:54:29.771 [main] INFO  com.alibaba.nacos.client.naming - FailoverDataSource type is class com.alibaba.nacos.client.naming.backups.datasource.DiskFailoverDataSource
2025-05-11 12:54:29.777 [main] INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.impl.NacosClientAuthServiceImpl success.
2025-05-11 12:54:29.777 [main] INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.ram.RamClientAuthServiceImpl success.
2025-05-11 12:54:29.856 [main] INFO  com.alibaba.nacos.common.remote.client - [RpcClientFactory] create a new rpc client of 1b0bf317-a4df-4ff0-adfe-4f5620ecdbd2
2025-05-11 12:54:29.858 [main] INFO  com.alibaba.nacos.client.naming - Create naming rpc client for uuid->1b0bf317-a4df-4ff0-adfe-4f5620ecdbd2
2025-05-11 12:54:29.858 [main] INFO  com.alibaba.nacos.common.remote.client - [1b0bf317-a4df-4ff0-adfe-4f5620ecdbd2] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
2025-05-11 12:54:29.858 [main] INFO  com.alibaba.nacos.common.remote.client - [1b0bf317-a4df-4ff0-adfe-4f5620ecdbd2] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
2025-05-11 12:54:29.859 [main] INFO  com.alibaba.nacos.common.remote.client - [1b0bf317-a4df-4ff0-adfe-4f5620ecdbd2] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
2025-05-11 12:54:29.859 [main] INFO  com.alibaba.nacos.common.remote.client - [1b0bf317-a4df-4ff0-adfe-4f5620ecdbd2] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
2025-05-11 12:54:29.860 [main] INFO  c.a.nacos.common.remote.client.grpc.GrpcClient - grpc client connection server:127.0.0.1 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
2025-05-11 12:54:29.871 [main] INFO  com.alibaba.nacos.common.remote.client - [1b0bf317-a4df-4ff0-adfe-4f5620ecdbd2] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1746939269864_127.0.0.1_49760
2025-05-11 12:54:29.873 [main] INFO  com.alibaba.nacos.common.remote.client - [1b0bf317-a4df-4ff0-adfe-4f5620ecdbd2] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2025-05-11 12:54:29.873 [com.alibaba.nacos.client.remote.worker.0] INFO  com.alibaba.nacos.common.remote.client - [1b0bf317-a4df-4ff0-adfe-4f5620ecdbd2] Notify connected event to listeners.
2025-05-11 12:54:29.873 [main] INFO  com.alibaba.nacos.common.remote.client - [1b0bf317-a4df-4ff0-adfe-4f5620ecdbd2] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$443/0x000002ef2b425b88
2025-05-11 12:54:29.873 [com.alibaba.nacos.client.remote.worker.0] INFO  com.alibaba.nacos.client.naming - Grpc connection connect
2025-05-11 12:54:29.874 [main] INFO  com.alibaba.nacos.client.naming - [REGISTER-SERVICE] public registering service xym-cloud-user with instance Instance{instanceId='null', ip='10.20.118.174', port=8032, weight=1.0, healthy=true, enabled=true, ephemeral=true, clusterName='DEFAULT', serviceName='null', metadata={management.endpoints.web.base-path=/actuator, IPv6=null, preserved.register.source=SPRING_CLOUD}}
2025-05-11 12:54:29.888 [main] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - nacos registry, DEFAULT_GROUP xym-cloud-user 10.20.118.174:8032 register finished
2025-05-11 12:54:30.095 [main] INFO  top.xym.UserApplication - Started UserApplication in 9.943 seconds (process running for 10.982)
2025-05-11 12:54:30.106 [main] INFO  com.alibaba.nacos.client.config.impl.CacheData - config listener notify warn timeout millis use default 60000 millis 
2025-05-11 12:54:30.106 [main] INFO  com.alibaba.nacos.client.config.impl.CacheData - nacos.cache.data.init.snapshot = true 
2025-05-11 12:54:30.108 [main] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - [fixed-127.0.0.1_8848] [subscribe] datasource.yaml+DEFAULT_GROUP
2025-05-11 12:54:30.118 [main] INFO  com.alibaba.nacos.client.config.impl.CacheData - [fixed-127.0.0.1_8848] [add-listener] ok, tenant=, dataId=datasource.yaml, group=DEFAULT_GROUP, cnt=1
2025-05-11 12:54:30.118 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - [Nacos Config] Listening config: dataId=datasource.yaml, group=DEFAULT_GROUP
2025-05-11 12:54:30.120 [main] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - [fixed-127.0.0.1_8848] [subscribe] common.yaml+DEFAULT_GROUP
2025-05-11 12:54:30.120 [main] INFO  com.alibaba.nacos.client.config.impl.CacheData - [fixed-127.0.0.1_8848] [add-listener] ok, tenant=, dataId=common.yaml, group=DEFAULT_GROUP, cnt=1
2025-05-11 12:54:30.120 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - [Nacos Config] Listening config: dataId=common.yaml, group=DEFAULT_GROUP
2025-05-11 12:54:30.417 [RMI TCP Connection(4)-10.20.118.174] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-05-11 12:54:30.418 [RMI TCP Connection(4)-10.20.118.174] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-05-11 12:54:30.423 [RMI TCP Connection(4)-10.20.118.174] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 5 ms
2025-05-11 12:55:54.856 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2025-05-11 12:55:54.907 [main] INFO  top.xym.ContentApplication - Starting ContentApplication using Java 17.0.12 with PID 176 (D:\Downloads\houduan\MicroService_Learning\xym-cloud\xym-cloud-content\target\classes started by 12862 in D:\Downloads\houduan\MicroService_Learning\xym-cloud)
2025-05-11 12:55:54.908 [main] INFO  top.xym.ContentApplication - No active profile set, falling back to 1 default profile: "default"
2025-05-11 12:55:54.961 [main] INFO  c.a.cloud.nacos.configdata.NacosConfigDataLoader - [Nacos Config] Load config[dataId=common.yaml, group=DEFAULT_GROUP] success
2025-05-11 12:55:54.961 [main] INFO  c.a.cloud.nacos.configdata.NacosConfigDataLoader - [Nacos Config] Load config[dataId=datasource.yaml, group=DEFAULT_GROUP] success
2025-05-11 12:55:56.569 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2025-05-11 12:55:56.572 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-05-11 12:55:56.608 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 24 ms. Found 0 Redis repository interfaces.
2025-05-11 12:55:56.922 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=3e62ec5f-7bcd-354a-be4d-49aa7f0b8954
2025-05-11 12:55:57.969 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port 8031 (http)
2025-05-11 12:55:57.982 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8031"]
2025-05-11 12:55:57.983 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2025-05-11 12:55:57.983 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.26]
2025-05-11 12:55:58.088 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-05-11 12:55:58.088 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 3124 ms
2025-05-11 12:55:58.470 [main] INFO  org.redisson.Version - Redisson 3.21.3
2025-05-11 12:55:58.829 [redisson-netty-2-5] INFO  o.r.connection.pool.MasterPubSubConnectionPool - 1 connections initialized for localhost/127.0.0.1:6379
2025-05-11 12:55:58.903 [redisson-netty-2-20] INFO  org.redisson.connection.pool.MasterConnectionPool - 24 connections initialized for localhost/127.0.0.1:6379
2025-05-11 12:55:59.211 [main] INFO  com.zaxxer.hikari.HikariDataSource - master - Starting...
2025-05-11 12:55:59.493 [main] INFO  com.zaxxer.hikari.pool.HikariPool - master - Added connection com.mysql.cj.jdbc.ConnectionImpl@52d625bd
2025-05-11 12:55:59.496 [main] INFO  com.zaxxer.hikari.HikariDataSource - master - Start completed.
2025-05-11 12:55:59.497 [main] INFO  c.b.dynamic.datasource.DynamicRoutingDataSource - dynamic-datasource - add a datasource named [master] success
2025-05-11 12:55:59.497 [main] INFO  c.b.dynamic.datasource.DynamicRoutingDataSource - dynamic-datasource initial loaded [1] datasource,primary datasource named [master]
2025-05-11 12:56:00.500 [main] INFO  o.s.cloud.openfeign.FeignClientFactoryBean - For 'xym-cloud-user' URL not provided. Will try picking an instance via load-balancing.
2025-05-11 12:56:00.702 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name inMemoryUserDetailsManager
2025-05-11 12:56:01.691 [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 19 endpoints beneath base path '/actuator'
2025-05-11 12:56:03.004 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8031"]
2025-05-11 12:56:03.022 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port 8031 (http) with context path '/'
2025-05-11 12:56:03.028 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from ans.namespace attribute : null
2025-05-11 12:56:03.028 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from ALIBABA_ALIWARE_NAMESPACE attribute :null
2025-05-11 12:56:03.029 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from namespace attribute :null
2025-05-11 12:56:03.035 [main] INFO  com.alibaba.nacos.client.naming - FailoverDataSource type is class com.alibaba.nacos.client.naming.backups.datasource.DiskFailoverDataSource
2025-05-11 12:56:03.041 [main] INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.impl.NacosClientAuthServiceImpl success.
2025-05-11 12:56:03.041 [main] INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.ram.RamClientAuthServiceImpl success.
2025-05-11 12:56:03.120 [main] INFO  com.alibaba.nacos.common.remote.client - [RpcClientFactory] create a new rpc client of bac67bee-7037-4f9e-9e43-4c5227e142b7
2025-05-11 12:56:03.121 [main] INFO  com.alibaba.nacos.client.naming - Create naming rpc client for uuid->bac67bee-7037-4f9e-9e43-4c5227e142b7
2025-05-11 12:56:03.123 [main] INFO  com.alibaba.nacos.common.remote.client - [bac67bee-7037-4f9e-9e43-4c5227e142b7] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
2025-05-11 12:56:03.123 [main] INFO  com.alibaba.nacos.common.remote.client - [bac67bee-7037-4f9e-9e43-4c5227e142b7] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
2025-05-11 12:56:03.123 [main] INFO  com.alibaba.nacos.common.remote.client - [bac67bee-7037-4f9e-9e43-4c5227e142b7] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
2025-05-11 12:56:03.124 [main] INFO  com.alibaba.nacos.common.remote.client - [bac67bee-7037-4f9e-9e43-4c5227e142b7] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
2025-05-11 12:56:03.124 [main] INFO  c.a.nacos.common.remote.client.grpc.GrpcClient - grpc client connection server:127.0.0.1 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
2025-05-11 12:56:03.138 [main] INFO  com.alibaba.nacos.common.remote.client - [bac67bee-7037-4f9e-9e43-4c5227e142b7] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1746939363130_127.0.0.1_49933
2025-05-11 12:56:03.138 [main] INFO  com.alibaba.nacos.common.remote.client - [bac67bee-7037-4f9e-9e43-4c5227e142b7] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2025-05-11 12:56:03.138 [com.alibaba.nacos.client.remote.worker.0] INFO  com.alibaba.nacos.common.remote.client - [bac67bee-7037-4f9e-9e43-4c5227e142b7] Notify connected event to listeners.
2025-05-11 12:56:03.138 [main] INFO  com.alibaba.nacos.common.remote.client - [bac67bee-7037-4f9e-9e43-4c5227e142b7] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$444/0x000001a55a4270a0
2025-05-11 12:56:03.139 [com.alibaba.nacos.client.remote.worker.0] INFO  com.alibaba.nacos.client.naming - Grpc connection connect
2025-05-11 12:56:03.140 [main] INFO  com.alibaba.nacos.client.naming - [REGISTER-SERVICE] public registering service xym-cloud-content with instance Instance{instanceId='null', ip='10.20.118.174', port=8031, weight=1.0, healthy=true, enabled=true, ephemeral=true, clusterName='DEFAULT', serviceName='null', metadata={management.endpoints.web.base-path=/actuator, IPv6=null, preserved.register.source=SPRING_CLOUD}}
2025-05-11 12:56:03.153 [main] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - nacos registry, DEFAULT_GROUP xym-cloud-content 10.20.118.174:8031 register finished
2025-05-11 12:56:03.329 [main] INFO  top.xym.ContentApplication - Started ContentApplication in 11.21 seconds (process running for 12.507)
2025-05-11 12:56:03.341 [main] INFO  com.alibaba.nacos.client.config.impl.CacheData - config listener notify warn timeout millis use default 60000 millis 
2025-05-11 12:56:03.341 [main] INFO  com.alibaba.nacos.client.config.impl.CacheData - nacos.cache.data.init.snapshot = true 
2025-05-11 12:56:03.344 [main] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - [fixed-127.0.0.1_8848] [subscribe] datasource.yaml+DEFAULT_GROUP
2025-05-11 12:56:03.356 [main] INFO  com.alibaba.nacos.client.config.impl.CacheData - [fixed-127.0.0.1_8848] [add-listener] ok, tenant=, dataId=datasource.yaml, group=DEFAULT_GROUP, cnt=1
2025-05-11 12:56:03.356 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - [Nacos Config] Listening config: dataId=datasource.yaml, group=DEFAULT_GROUP
2025-05-11 12:56:03.358 [main] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - [fixed-127.0.0.1_8848] [subscribe] common.yaml+DEFAULT_GROUP
2025-05-11 12:56:03.359 [main] INFO  com.alibaba.nacos.client.config.impl.CacheData - [fixed-127.0.0.1_8848] [add-listener] ok, tenant=, dataId=common.yaml, group=DEFAULT_GROUP, cnt=1
2025-05-11 12:56:03.359 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - [Nacos Config] Listening config: dataId=common.yaml, group=DEFAULT_GROUP
2025-05-11 12:56:03.890 [RMI TCP Connection(2)-10.20.118.174] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-05-11 12:56:03.890 [RMI TCP Connection(2)-10.20.118.174] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-05-11 12:56:03.892 [RMI TCP Connection(2)-10.20.118.174] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 2 ms
2025-05-11 12:56:48.833 [http-nio-8031-exec-10] INFO  org.springdoc.api.AbstractOpenApiResource - Init duration for springdoc-openapi is: 163 ms
2025-05-11 13:00:24.688 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2025-05-11 13:00:24.743 [main] INFO  top.xym.config.GatewayApplication - Starting GatewayApplication using Java 17.0.12 with PID 30820 (D:\Downloads\houduan\MicroService_Learning\xym-cloud\xym-cloud-gateway\target\classes started by 12862 in D:\Downloads\houduan\MicroService_Learning\xym-cloud)
2025-05-11 13:00:24.745 [main] INFO  top.xym.config.GatewayApplication - No active profile set, falling back to 1 default profile: "default"
2025-05-11 13:00:24.799 [main] INFO  c.a.cloud.nacos.configdata.NacosConfigDataLoader - [Nacos Config] Load config[dataId=common.yaml, group=DEFAULT_GROUP] success
2025-05-11 13:00:24.799 [main] INFO  c.a.cloud.nacos.configdata.NacosConfigDataLoader - [Nacos Config] Load config[dataId=datasource.yaml, group=DEFAULT_GROUP] success
2025-05-11 13:00:26.128 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=bb97293c-5f9d-33e2-bb2b-9bc2013db92c
2025-05-11 13:00:27.625 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [After]
2025-05-11 13:00:27.626 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Before]
2025-05-11 13:00:27.626 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Between]
2025-05-11 13:00:27.626 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Cookie]
2025-05-11 13:00:27.626 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Header]
2025-05-11 13:00:27.626 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Host]
2025-05-11 13:00:27.626 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Method]
2025-05-11 13:00:27.626 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Path]
2025-05-11 13:00:27.626 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Query]
2025-05-11 13:00:27.626 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [ReadBody]
2025-05-11 13:00:27.626 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [RemoteAddr]
2025-05-11 13:00:27.626 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [XForwardedRemoteAddr]
2025-05-11 13:00:27.626 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Weight]
2025-05-11 13:00:27.626 [main] INFO  o.s.c.gateway.route.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [CloudFoundryRouteService]
2025-05-11 13:00:27.919 [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 19 endpoints beneath base path '/actuator'
2025-05-11 13:00:28.416 [main] INFO  o.s.boot.web.embedded.netty.NettyWebServer - Netty started on port 8030 (http)
2025-05-11 13:00:28.781 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from ans.namespace attribute : null
2025-05-11 13:00:28.781 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from ALIBABA_ALIWARE_NAMESPACE attribute :null
2025-05-11 13:00:28.781 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from namespace attribute :null
2025-05-11 13:00:28.786 [main] INFO  com.alibaba.nacos.client.naming - FailoverDataSource type is class com.alibaba.nacos.client.naming.backups.datasource.DiskFailoverDataSource
2025-05-11 13:00:28.789 [main] INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.impl.NacosClientAuthServiceImpl success.
2025-05-11 13:00:28.789 [main] INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.ram.RamClientAuthServiceImpl success.
2025-05-11 13:00:28.870 [main] INFO  com.alibaba.nacos.common.remote.client - [RpcClientFactory] create a new rpc client of 6922075f-8352-46e7-957c-d81f54dde7ba
2025-05-11 13:00:28.871 [main] INFO  com.alibaba.nacos.client.naming - Create naming rpc client for uuid->6922075f-8352-46e7-957c-d81f54dde7ba
2025-05-11 13:00:28.871 [main] INFO  com.alibaba.nacos.common.remote.client - [6922075f-8352-46e7-957c-d81f54dde7ba] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
2025-05-11 13:00:28.871 [main] INFO  com.alibaba.nacos.common.remote.client - [6922075f-8352-46e7-957c-d81f54dde7ba] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
2025-05-11 13:00:28.871 [main] INFO  com.alibaba.nacos.common.remote.client - [6922075f-8352-46e7-957c-d81f54dde7ba] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
2025-05-11 13:00:28.873 [main] INFO  com.alibaba.nacos.common.remote.client - [6922075f-8352-46e7-957c-d81f54dde7ba] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
2025-05-11 13:00:28.873 [main] INFO  c.a.nacos.common.remote.client.grpc.GrpcClient - grpc client connection server:127.0.0.1 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
